Ticker,Company,CIK,Sector,CatalystType,CatalystDate,CatalystPrimaryLink,CatalystEvidencePrimaryLinks,CatalystEvidenceSecondaryLinks,HasDilutionFlag,DilutionForms,DilutionLinks,DilutionNotes,RunwayCash,RunwayQuarterlyBurn,RunwayQuarters,RunwayNotes,LatestForm,FiledAt,FilingURL,FilingsSummary,FilingURLsAll,FDA_EventType,FDA_Date,FDA_URL,FDA_URLsAll,FDA_Summary
EVC,Entravision Communications Corporation,0001109116,Communication Services,Corporate event / guidance / financing,2025-11-04,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264646/evc-ex99_1.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264646/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264694/evc-20250930.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103037/evc-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103019/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025096083/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025080007/evc-20250528.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025066909/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058293/evc-20250424.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058171/evc-20250418.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025051664/evc-20250404.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034661/evc-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034591/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024122265/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024114850/evc-ex99_1.htm,,FALSE,,,,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-11-04,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264646/evc-ex99_1.htm,"2025-11-04 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264694/evc-20250930.htm | nan
2025-11-04 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264646/evc-ex99_1.htm | nan
2025-08-05 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103037/evc-20250630.htm | nan
2025-08-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103019/evc-ex99_1.htm | nan
2025-07-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025096083/evc-ex99_1.htm | nan
2025-06-02 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025080007/evc-20250528.htm | nan
2025-05-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025066909/evc-ex99_1.htm | nan
2025-04-25 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058293/evc-20250424.htm | nan
2025-04-24 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058171/evc-20250418.htm | nan
2025-04-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025051664/evc-20250404.htm | nan
2025-03-06 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034661/evc-20241231.htm | nan
2025-03-06 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034591/evc-ex99_1.htm | nan
2024-11-06 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024122265/evc-ex99_1.htm | nan
2024-10-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024114850/evc-ex99_1.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264694/evc-20250930.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264646/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103037/evc-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103019/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025096083/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025080007/evc-20250528.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025066909/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058293/evc-20250424.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058171/evc-20250418.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025051664/evc-20250404.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034661/evc-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034591/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024122265/evc-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024114850/evc-ex99_1.htm,,,,,
FBIO,"Fortress Biotech, Inc.",0001429260,Healthcare,Corporate event / guidance / financing,2025-11-17,https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925112945/tm2531443d1_8k.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925112945/tm2531443d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111989/fbio-20250930x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111979/fbio-20251114xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925095366/fbio-20251001x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011570/fbio-20250630x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011561/fbio-20250814xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925073120/tm2522110d1_424b7.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025009264/fbio-20250716x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008787/fbio-20250617x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008433/fbio-20250530xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025007878/fbio-20250515xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025005678/fbio-20250617xdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004898/fbio-20250415x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004160/fbio-20241231x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004154/fbio-20250331xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025002541/fbio-20250309xex2d1.htm; https://www.sec.gov/Archives/edgar/data/1429260/000155837025000247/0001558370-25-000247.txt; https://www.sec.gov/Archives/edgar/data/1429260/000155837025000025/0001558370-25-000025.txt; https://www.sec.gov/Archives/edgar/data/1429260/000155837024016294/0001558370-24-016294.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837024015726/fbio-20241114xex99.htm; https://www.sec.gov/Archives/edgar/data/1429260/000155837024014186/0001558370-24-014186.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465924111469/tm2426681d1_424b3.htm,,TRUE,424B7; 424B3,https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925073120/tm2522110d1_424b7.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465924111469/tm2426681d1_424b3.htm,"Recent dilution-related filings: 424B7, 424B3",,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-11-17,https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925112945/tm2531443d1_8k.htm,"2025-11-17 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925112945/tm2531443d1_8k.htm | nan
2025-11-17 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925112945/tm2531443d1_8k.htm | nan
2025-11-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111989/fbio-20250930x10q.htm | nan
2025-11-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111979/fbio-20251114xex99.htm | nan
2025-11-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111989/fbio-20250930x10q.htm | nan
2025-11-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111979/fbio-20251114xex99.htm | nan
2025-10-01 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925095366/fbio-20251001x8k.htm | nan
2025-10-01 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925095366/fbio-20251001x8k.htm | nan
2025-08-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011570/fbio-20250630x10q.htm | nan
2025-08-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011561/fbio-20250814xex99.htm | nan
2025-08-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011570/fbio-20250630x10q.htm | nan
2025-08-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011561/fbio-20250814xex99.htm | nan
2025-08-01 | 424B7 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925073120/tm2522110d1_424b7.htm | nan
2025-08-01 | 424B7 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925073120/tm2522110d1_424b7.htm | nan
2025-07-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025009264/fbio-20250716x8k.htm | nan
2025-07-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025009264/fbio-20250716x8k.htm | nan
2025-06-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008787/fbio-20250617x8k.htm | nan
2025-06-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008787/fbio-20250617x8k.htm | nan
2025-06-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008433/fbio-20250530xex99.htm | nan
2025-06-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008433/fbio-20250530xex99.htm | nan
2025-05-15 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025007878/fbio-20250515xex99.htm | nan
2025-05-15 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025007878/fbio-20250515xex99.htm | nan
2025-04-28 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025005678/fbio-20250617xdef14a.htm | nan
2025-04-28 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025005678/fbio-20250617xdef14a.htm | nan
2025-04-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004898/fbio-20250415x8k.htm | nan
2025-04-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004898/fbio-20250415x8k.htm | nan
2025-03-31 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004160/fbio-20241231x10k.htm | nan
2025-03-31 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004154/fbio-20250331xex99d1.htm | nan
2025-03-31 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004160/fbio-20241231x10k.htm | nan
2025-03-31 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004154/fbio-20250331xex99d1.htm | nan
2025-03-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025002541/fbio-20250309xex2d1.htm | nan
2025-03-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025002541/fbio-20250309xex2d1.htm | nan
2025-01-16 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837025000247/0001558370-25-000247.txt | nan
2025-01-16 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837025000247/0001558370-25-000247.txt | nan
2025-01-06 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837025000025/0001558370-25-000025.txt | nan
2025-01-06 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837025000025/0001558370-25-000025.txt | nan
2024-12-16 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837024016294/0001558370-24-016294.txt | nan
2024-12-16 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837024016294/0001558370-24-016294.txt | nan
2024-11-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837024015726/fbio-20241114xex99.htm | nan
2024-11-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837024015726/fbio-20241114xex99.htm | nan
2024-11-04 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837024014186/0001558370-24-014186.txt | nan
2024-11-04 | 8-K | https://www.sec.gov/Archives/edgar/data/1429260/000155837024014186/0001558370-24-014186.txt | nan
2024-10-25 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465924111469/tm2426681d1_424b3.htm | nan
2024-10-25 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465924111469/tm2426681d1_424b3.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925112945/tm2531443d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111989/fbio-20250930x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925111979/fbio-20251114xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925095366/fbio-20251001x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011570/fbio-20250630x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025011561/fbio-20250814xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465925073120/tm2522110d1_424b7.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025009264/fbio-20250716x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008787/fbio-20250617x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025008433/fbio-20250530xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025007878/fbio-20250515xex99.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025005678/fbio-20250617xdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004898/fbio-20250415x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004160/fbio-20241231x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025004154/fbio-20250331xex99d1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837025002541/fbio-20250309xex2d1.htm; https://www.sec.gov/Archives/edgar/data/1429260/000155837025000247/0001558370-25-000247.txt; https://www.sec.gov/Archives/edgar/data/1429260/000155837025000025/0001558370-25-000025.txt; https://www.sec.gov/Archives/edgar/data/1429260/000155837024016294/0001558370-24-016294.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000155837024015726/fbio-20241114xex99.htm; https://www.sec.gov/Archives/edgar/data/1429260/000155837024014186/0001558370-24-014186.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1429260/000110465924111469/tm2426681d1_424b3.htm,,,,,
FC,Franklin Covey Co.,0000886206,Industrials,Earnings / financial update,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000085/fc-20250831x10k.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000085/fc-20250831x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000080/fc-20251105xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000077/fc-20251022x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000068/fc-20250805x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000048/fc-20250531x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000046/fc-20250702xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000043/fc-20250618x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000038/fc-20250416x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000034/fc-20250402xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000031/fc-20250319x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000119312525047169/d894867ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000006/fc-20250124xex10_2.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000002/fc-20250108xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000073/fc-20240831xdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000071/fc-20241219x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000060/fc-20240831x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000058/fc-20241106xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000056/fc-20241023x8k.htm,,TRUE,S-8,https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000119312525047169/d894867ds8.htm,Recent dilution-related filings: S-8,,,,TODO: parse 10-Q/10-K to compute runway,10-K,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000085/fc-20250831x10k.htm,"2025-11-12 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000085/fc-20250831x10k.htm | nan
2025-11-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000080/fc-20251105xex99_1.htm | nan
2025-10-22 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000077/fc-20251022x8k.htm | nan
2025-08-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000068/fc-20250805x8k.htm | nan
2025-07-08 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000048/fc-20250531x10q.htm | nan
2025-07-02 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000046/fc-20250702xex99_1.htm | nan
2025-06-18 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000043/fc-20250618x8k.htm | nan
2025-04-21 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000038/fc-20250416x8k.htm | nan
2025-04-02 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000034/fc-20250402xex99_1.htm | nan
2025-03-19 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000031/fc-20250319x8k.htm | nan
2025-03-05 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000119312525047169/d894867ds8.htm | nan
2025-01-24 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000006/fc-20250124xex10_2.htm | nan
2025-01-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000002/fc-20250108xex99_1.htm | nan
2024-12-20 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000073/fc-20240831xdef14a.htm | nan
2024-12-19 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000071/fc-20241219x8k.htm | nan
2024-11-12 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000060/fc-20240831x10k.htm | nan
2024-11-06 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000058/fc-20241106xex99_1.htm | nan
2024-10-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000056/fc-20241023x8k.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000085/fc-20250831x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000080/fc-20251105xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000077/fc-20251022x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000068/fc-20250805x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000048/fc-20250531x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000046/fc-20250702xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000043/fc-20250618x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000038/fc-20250416x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000034/fc-20250402xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000031/fc-20250319x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000119312525047169/d894867ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000006/fc-20250124xex10_2.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620625000002/fc-20250108xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000073/fc-20240831xdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000071/fc-20241219x8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000060/fc-20240831x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000058/fc-20241106xex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/886206/000088620624000056/fc-20241023x8k.htm,,,,,
FF,FutureFuel Corp.,0001337298,Basic Materials,Corporate event / guidance / financing,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034252/ff20251111_8k.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034252/ff20251111_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034102/ff20250930_10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034099/ex_856002.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925031439/ff20251021_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925030236/ff20250930_def14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925030059/ff20250929_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925025926/ff20250630_10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925025924/ex_825031.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925021742/ex_835553.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925020694/ex_831794.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925016124/ex_801893.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925011665/ff20250410_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925010900/ff20250401_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925010192/ff20241231_10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925009850/ff20241115_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925009362/ff20250326_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925007536/ex_789656.htm; https://www.sec.gov/Archives/edgar/data/1337298/000143774925006088/0001437749-25-006088.txt; https://www.sec.gov/Archives/edgar/data/1337298/000143774925005706/0001437749-25-005706.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925005701/ex_784106.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925004613/ex_780418.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925002385/ex_773212.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925000225/ex_762255.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774924036858/ex_754737.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774924034205/ex_718720.htm,,FALSE,,,,,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034252/ff20251111_8k.htm,"2025-11-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034252/ff20251111_8k.htm | nan
2025-11-10 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034102/ff20250930_10q.htm | nan
2025-11-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925034099/ex_856002.htm | nan
2025-10-22 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925031439/ff20251021_8k.htm | nan
2025-10-02 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925030236/ff20250930_def14a.htm | nan
2025-09-30 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925030059/ff20250929_8k.htm | nan
2025-08-11 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925025926/ff20250630_10q.htm | nan
2025-08-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925025924/ex_825031.htm | nan
2025-07-01 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925021742/ex_835553.htm | nan
2025-06-17 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925020694/ex_831794.htm | nan
2025-05-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925016124/ex_801893.htm | nan
2025-04-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925011665/ff20250410_8k.htm | nan
2025-04-03 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925010900/ff20250401_8k.htm | nan
2025-03-31 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925010192/ff20241231_10k.htm | nan
2025-03-28 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925009850/ff20241115_8k.htm | nan
2025-03-26 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1337298/000143774925009362/ff20250326_8k.htm | nan
