Ticker,Company,CIK,Sector,CatalystType,CatalystDate,CatalystPrimaryLink,CatalystEvidencePrimaryLinks,CatalystEvidenceSecondaryLinks,HasDilutionFlag,DilutionForms,DilutionLinks,DilutionNotes,RunwayCash,RunwayQuarterlyBurn,RunwayQuarters,RunwayNotes,LatestForm,FiledAt,FilingURL,FilingsSummary,FilingURLsAll,FDA_EventType,FDA_Date,FDA_URL,FDA_URLsAll,FDA_Summary
KRMD,"KORU Medical Systems, Inc.",0000704440,Healthcare,Corporate event / guidance / financing,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000371/ex_99-1.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000371/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000372/form_10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000255/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000217/form_10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000216/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000173/form_8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000168/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000142/form_8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000140/form_8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000139/schedule_14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000106/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000104/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000103/form_10-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000099/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000050/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169724000440/ex_99-1.htm,,TRUE,S-8; S-8 POS,https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000255/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000106/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000104/form_s-8.htm,"Recent dilution-related filings: S-8, S-8 POS",,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000371/ex_99-1.htm,"2025-11-12 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000372/form_10-q.htm | nan
2025-11-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000371/ex_99-1.htm | nan
2025-08-13 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000255/form_s-8.htm | nan
2025-08-06 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000217/form_10-q.htm | nan
2025-08-06 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000216/ex_99-1.htm | nan
2025-05-15 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000173/form_8-k.htm | nan
2025-05-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000168/ex_99-1.htm | nan
2025-04-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000142/form_8-k.htm | nan
2025-04-04 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000140/form_8-k.htm | nan
2025-04-04 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000139/schedule_14a.htm | nan
2025-03-12 | S-8 POS | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000106/form_s-8.htm | nan
2025-03-12 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000104/form_s-8.htm | nan
2025-03-12 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000103/form_10-k.htm | nan
2025-03-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000099/ex_99-1.htm | nan
2025-01-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000050/ex_99-1.htm | nan
2024-11-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169724000440/ex_99-1.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000372/form_10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000371/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000255/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000217/form_10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000216/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000173/form_8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000168/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000142/form_8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000140/form_8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000139/schedule_14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000106/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000104/form_s-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000103/form_10-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000099/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169725000050/ex_99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/704440/000116169724000440/ex_99-1.htm,,,,,
KRRO,"Korro Bio, Inc.",0001703647,Healthcare,Corporate event / guidance / financing,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277556/krro-20251107.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277556/krro-20251107.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277572/krro-20250930.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525234001/krro-20251007.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106912/krro-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106910/krro-20250812.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025087949/krro-20250611.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025084846/krro-20250611.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025065786/krro-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525064792/d937220d8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040759/krro-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040755/krro-ex99_1.htm; https://www.sec.gov/Archives/edgar/data/1703647/000119312525024305/0001193125-25-024305.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525005020/d915237dex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273973/d861435d424b3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273969/d870524d424b3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524272557/d854612d424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524268934/d854612ds3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129500/korrokeystoneprosupprega.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129496/korropreclosingprosuppac.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129488/krro-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125594/korro_keystone_prosupp-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125585/korro_preclosing_prosupp.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125347/krro-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120288/korrokeystoneprosuppregf.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120286/korro_preclosingprosuppr.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120282/krro-ex99_1.htm,,TRUE,S-8; 424B3; 424B5; S-3,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273973/d861435d424b3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273969/d870524d424b3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524272557/d854612d424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524268934/d854612ds3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129500/korrokeystoneprosupprega.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129496/korropreclosingprosuppac.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125594/korro_keystone_prosupp-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125585/korro_preclosing_prosupp.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120288/korrokeystoneprosuppregf.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120286/korro_preclosingprosuppr.htm,"Recent dilution-related filings: S-8, 424B3, 424B5, S-3",,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277556/krro-20251107.htm,"2025-11-12 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277572/krro-20250930.htm | nan
2025-11-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277556/krro-20251107.htm | nan
2025-10-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525234001/krro-20251007.htm | nan
2025-08-12 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106912/krro-20250630.htm | nan
2025-08-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106910/krro-20250812.htm | nan
2025-06-18 | 8-K/A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025087949/krro-20250611.htm | nan
2025-06-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025084846/krro-20250611.htm | nan
2025-05-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025065786/krro-ex99_1.htm | nan
2025-04-29 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm | nan
2025-03-27 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525064792/d937220d8k.htm | nan
2025-03-18 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm | nan
2025-03-18 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040759/krro-20241231.htm | nan
2025-03-18 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040755/krro-ex99_1.htm | nan
2025-02-11 | 8-K | https://www.sec.gov/Archives/edgar/data/1703647/000119312525024305/0001193125-25-024305.txt | nan
2025-01-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525005020/d915237dex991.htm | nan
2024-12-10 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273973/d861435d424b3.htm | nan
2024-12-10 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273969/d870524d424b3.htm | nan
2024-12-06 | 424B5 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524272557/d854612d424b5.htm | nan
2024-12-02 | S-3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524268934/d854612ds3.htm | nan
2024-11-21 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129500/korrokeystoneprosupprega.htm | nan
2024-11-21 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129496/korropreclosingprosuppac.htm | nan
2024-11-21 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129488/krro-ex99_1.htm | nan
2024-11-12 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125594/korro_keystone_prosupp-q.htm | nan
2024-11-12 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125585/korro_preclosing_prosupp.htm | nan
2024-11-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125347/krro-ex99_1.htm | nan
2024-11-04 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120288/korrokeystoneprosuppregf.htm | nan
2024-11-04 | 424B3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120286/korro_preclosingprosuppr.htm | nan
2024-11-04 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120282/krro-ex99_1.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277572/krro-20250930.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525277556/krro-20251107.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525234001/krro-20251007.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106912/krro-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106910/krro-20250812.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025087949/krro-20250611.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025084846/krro-20250611.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025065786/krro-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525064792/d937220d8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040759/krro-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040755/krro-ex99_1.htm; https://www.sec.gov/Archives/edgar/data/1703647/000119312525024305/0001193125-25-024305.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525005020/d915237dex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273973/d861435d424b3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273969/d870524d424b3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524272557/d854612d424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524268934/d854612ds3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129500/korrokeystoneprosupprega.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129496/korropreclosingprosuppac.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129488/krro-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125594/korro_keystone_prosupp-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125585/korro_preclosing_prosupp.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125347/krro-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120288/korrokeystoneprosuppregf.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120286/korro_preclosingprosuppr.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120282/krro-ex99_1.htm,,,,,
KULR,"KULR Technology Group, Inc.",0001662684,Technology,Corporate event / guidance / financing,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925110399/tm2531047d1_8k.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925110399/tm2531047d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925098100/tm2528372d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925096890/tm2526912d1_def14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925095884/tm2527802d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925094763/tm2526981d1_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925088474/tm2525621d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925080557/tm2523940d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925080047/tm2523817d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925078619/tm2523554d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000141057825001816/tmb-20250630x10q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925074219/tm2522612d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925066854/tm2520325d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925066590/tm2520140d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925066291/tm2520046d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925063716/tm2519014d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925059440/tm2517954d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925057892/tm2517523d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925057631/tm2517423d2_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925057584/tm2516103d4_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925057570/tm2517423d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925056030/tm2516103d1_s3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925052740/tm2516142d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925052607/tm2516103d1_s3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925050769/tm2515506d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925049502/tm2515306d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925045044/tm2514074d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925044190/tm2513696d1_8k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925043074/tm2513687d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925038374/tm2512998d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925037185/tm2512789d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925034992/tm2511737d2_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925033593/tm2511737d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000141057825000551/tmb-20241231x10k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925028782/tm2510673d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925027569/tm2510138d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925023247/tm258993d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925022434/tm258768d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925015472/tm257084d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925012564/tm256420d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925011205/tm256067d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925006146/tm254521d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925006041/tm254417d1_ex5-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925006038/tm254277-1_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925005085/tm254016d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925004744/tm253821d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925004558/tm253447d1_s3asr.htm; https://www.sec.gov/Archives/edgar/data/1662684/000110465925004538/0001104659-25-004538.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925003302/tm253145d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925001101/tm251998d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924132302/tm2432086d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924131749/tm2429937d6_ex5-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924131747/tm2429937d5_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924131548/tm2431912d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924129626/tm2431377d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924129199/tm2431253d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924127030/tm2430541d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924125383/tm2430119d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924125381/tm2430119d2_ex5-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924125380/tm2429937d2_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924125379/tm2429937d1_s3a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924124910/tm2429903d1_ex99-1.htm; https://www.sec.gov/Archives/edgar/data/1662684/000110465924123759/0001104659-24-123759.txt; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924122388/tm2429361d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924120875/tm2428912d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924118369/tm2428219d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924117712/tm2428259d1_ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924110417/tm2426576d1_ex99-1.htm,,TRUE,424B5; S-3/A; S-3; S-3ASR,https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925094763/tm2526981d1_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925057584/tm2516103d4_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925056030/tm2516103d1_s3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925052607/tm2516103d1_s3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925006038/tm254277-1_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925004558/tm253447d1_s3asr.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924131747/tm2429937d5_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924125380/tm2429937d2_424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465924125379/tm2429937d1_s3a.htm,"Recent dilution-related filings: 424B5, S-3/A, S-3, S-3ASR",,,,TODO: parse 10-Q/10-K to compute runway,8-K,2025-11-12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925110399/tm2531047d1_8k.htm,"2025-11-12 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925110399/tm2531047d1_8k.htm | nan
2025-10-09 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925098100/tm2528372d1_8k.htm | nan
2025-10-06 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925096890/tm2526912d1_def14a.htm | nan
2025-10-02 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925095884/tm2527802d1_8k.htm | nan
2025-09-30 | 424B5 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925094763/tm2526981d1_424b5.htm | nan
2025-09-09 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925088474/tm2525621d1_8k.htm | nan
2025-08-20 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925080557/tm2523940d1_8k.htm | nan
2025-08-19 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925080047/tm2523817d1_8k.htm | nan
2025-08-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925078619/tm2523554d1_8k.htm | nan
2025-08-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000141057825001816/tmb-20250630x10q.htm | nan
2025-08-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925074219/tm2522612d1_8k.htm | nan
2025-07-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925066854/tm2520325d1_ex99-1.htm | nan
2025-07-09 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925066590/tm2520140d1_ex99-1.htm | nan
2025-07-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925066291/tm2520046d1_ex99-1.htm | nan
2025-06-30 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925063716/tm2519014d1_8k.htm | nan
2025-06-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1662684/000110465925059440/tm2517954d1_ex99-1.htm | nan
