Ticker,Company,CIK,event_date,event_type,event_tier,primary_source_url,secondary_source_url,Form,FilingDate,EventDate,DateOfReport,AccessionNo,FilingURL,FilingUrlTxt,PeriodOfReport,AcceptanceDateTime,HomepageURL,ItemsPresent,ItemsNormalized,EventType,EventTier,PrimarySourceURL,SecondarySourceURL,Tier,EventDate_canonical,PrimarySource,SecondarySource
CCRN,CROSS COUNTRY HEALTHCARE INC,0001141103,2024-12-04,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1141103/000095010324017244/dp221634_8k.htm,https://www.sec.gov/Archives/edgar/data/1141103/0000950103-24-017244-index.html,8-K,2024-12-04,2024-12-04,2024-12-04,0000950103-24-017244,https://www.sec.gov/Archives/edgar/data/1141103/000095010324017244/dp221634_8k.htm,https://www.sec.gov/Archives/edgar/data/1141103/000095010324017244/dp221634_8k.htm,2024-12-04,2024-12-04 08:50:59,https://www.sec.gov/Archives/edgar/data/1141103/0000950103-24-017244-index.html,Item 1.01; Item 7.01; Item 9.01,Item 1.01; Item 7.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1141103/000095010324017244/dp221634_8k.htm,,Tier-1,2024-12-04,https://www.sec.gov/Archives/edgar/data/1141103/000095010324017244/dp221634_8k.htm,https://www.sec.gov/Archives/edgar/data/1141103/0000950103-24-017244-index.html
CCRN,CROSS COUNTRY HEALTHCARE INC,0001141103,2025-03-05,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1141103/000162828025010495/ccrn-20250305.htm,https://www.sec.gov/Archives/edgar/data/1141103/0001628280-25-010495-index.html,8-K,2025-03-05,2025-03-05,2025-03-05,0001628280-25-010495,https://www.sec.gov/Archives/edgar/data/1141103/000162828025010495/ccrn-20250305.htm,https://www.sec.gov/Archives/edgar/data/1141103/000162828025010495/ccrn-20250305.htm,2025-03-05,2025-03-05 16:25:16,https://www.sec.gov/Archives/edgar/data/1141103/0001628280-25-010495-index.html,Item 2.02; Item 7.01; Item 9.01,Item 2.02; Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1141103/000162828025010495/ccrn-20250305.htm,,Tier-1,2025-03-05,https://www.sec.gov/Archives/edgar/data/1141103/000162828025010495/ccrn-20250305.htm,https://www.sec.gov/Archives/edgar/data/1141103/0001628280-25-010495-index.html
CGC,Canopy Growth Corp,0001737927,2025-09-17,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925090861/tm2526282d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-090861-index.html,8-K,2025-09-17,2025-09-17,2025-09-17,0001104659-25-090861,https://www.sec.gov/Archives/edgar/data/1737927/000110465925090861/tm2526282d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/000110465925090861/tm2526282d1_8k.htm,2025-09-17,2025-09-17 16:35:59,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-090861-index.html,Item 5.02; Item 7.01; Item 9.01,Item 5.02; Item 7.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925090861/tm2526282d1_8k.htm,,Tier-1,2025-09-17,https://www.sec.gov/Archives/edgar/data/1737927/000110465925090861/tm2526282d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-090861-index.html
CGC,Canopy Growth Corp,0001737927,2025-08-29,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925085779/tm2524672d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-085779-index.html,8-K,2025-08-29,2025-08-29,2025-08-29,0001104659-25-085779,https://www.sec.gov/Archives/edgar/data/1737927/000110465925085779/tm2524672d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/000110465925085779/tm2524672d1_8k.htm,2025-08-29,2025-08-29 17:03:52,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-085779-index.html,Item 7.01; Item 8.01; Item 9.01,Item 7.01; Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925085779/tm2524672d1_8k.htm,,Tier-1,2025-08-29,https://www.sec.gov/Archives/edgar/data/1737927/000110465925085779/tm2524672d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-085779-index.html
CGC,Canopy Growth Corp,0001737927,2025-11-07,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000119312525270995/cgc-20251107.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001193125-25-270995-index.html,8-K,2025-11-07,2025-11-07,2025-11-07,0001193125-25-270995,https://www.sec.gov/Archives/edgar/data/1737927/000119312525270995/cgc-20251107.htm,https://www.sec.gov/Archives/edgar/data/1737927/000119312525270995/cgc-20251107.htm,2025-11-07,2025-11-07 07:05:21,https://www.sec.gov/Archives/edgar/data/1737927/0001193125-25-270995-index.html,Item 2.02; Item 9.01,Item 2.02; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000119312525270995/cgc-20251107.htm,,Tier-1,2025-11-07,https://www.sec.gov/Archives/edgar/data/1737927/000119312525270995/cgc-20251107.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001193125-25-270995-index.html
CGC,Canopy Growth Corp,0001737927,2025-07-29,ListingChange,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925071781/tm2521930d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-071781-index.html,8-K,2025-07-29,2025-07-29,2025-07-29,0001104659-25-071781,https://www.sec.gov/Archives/edgar/data/1737927/000110465925071781/tm2521930d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/000110465925071781/tm2521930d1_8k.htm,2025-07-29,2025-07-29 17:03:00,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-071781-index.html,Item 1.01; Item 7.01; Item 9.01,Item 1.01; Item 7.01; Item 9.01,ListingChange,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925071781/tm2521930d1_8k.htm,,Tier-1,2025-07-29,https://www.sec.gov/Archives/edgar/data/1737927/000110465925071781/tm2521930d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-071781-index.html
CGC,Canopy Growth Corp,0001737927,2025-07-09,ListingChange,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925066600/tm2520113d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-066600-index.html,8-K,2025-07-09,2025-07-09,2025-07-09,0001104659-25-066600,https://www.sec.gov/Archives/edgar/data/1737927/000110465925066600/tm2520113d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/000110465925066600/tm2520113d1_8k.htm,2025-07-09,2025-07-09 09:03:16,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-066600-index.html,Item 5.02; Item 7.01; Item 9.01,Item 5.02; Item 7.01; Item 9.01,ListingChange,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925066600/tm2520113d1_8k.htm,,Tier-1,2025-07-09,https://www.sec.gov/Archives/edgar/data/1737927/000110465925066600/tm2520113d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-066600-index.html
CGC,Canopy Growth Corp,0001737927,2025-04-01,ListingChange,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925030245/tm257897d4_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-030245-index.html,8-K,2025-04-01,2025-04-01,2025-04-01,0001104659-25-030245,https://www.sec.gov/Archives/edgar/data/1737927/000110465925030245/tm257897d4_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/000110465925030245/tm257897d4_8k.htm,2025-04-01,2025-04-01 07:54:00,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-030245-index.html,Item 8.01; Item 9.01,Item 8.01; Item 9.01,ListingChange,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000110465925030245/tm257897d4_8k.htm,,Tier-1,2025-04-01,https://www.sec.gov/Archives/edgar/data/1737927/000110465925030245/tm257897d4_8k.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001104659-25-030245-index.html
CCRN,CROSS COUNTRY HEALTHCARE INC,0001141103,2024-11-06,GuidanceUp,Tier-1,https://www.sec.gov/Archives/edgar/data/1141103/000162828024045750/ccrn-20241106.htm,https://www.sec.gov/Archives/edgar/data/1141103/0001628280-24-045750-index.html,8-K,2024-11-06,2024-11-06,2024-11-06,0001628280-24-045750,https://www.sec.gov/Archives/edgar/data/1141103/000162828024045750/ccrn-20241106.htm,https://www.sec.gov/Archives/edgar/data/1141103/000162828024045750/ccrn-20241106.htm,2024-11-06,2024-11-06 16:28:28,https://www.sec.gov/Archives/edgar/data/1141103/0001628280-24-045750-index.html,Item 2.02; Item 7.01; Item 9.01,Item 2.02; Item 7.01; Item 9.01,GuidanceUp,Tier-1,https://www.sec.gov/Archives/edgar/data/1141103/000162828024045750/ccrn-20241106.htm,,Tier-1,2024-11-06,https://www.sec.gov/Archives/edgar/data/1141103/000162828024045750/ccrn-20241106.htm,https://www.sec.gov/Archives/edgar/data/1141103/0001628280-24-045750-index.html
CRAQ,Cal Redwood Acquisition Corp.,0002058359,2025-06-16,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/2058359/000121390025055207/ea0245915-8k_calred.htm,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-055207-index.html,8-K,2025-06-17,2025-06-16,2025-06-16,0001213900-25-055207,https://www.sec.gov/Archives/edgar/data/2058359/000121390025055207/ea0245915-8k_calred.htm,https://www.sec.gov/Archives/edgar/data/2058359/000121390025055207/ea0245915-8k_calred.htm,2025-06-16,2025-06-17 16:30:29,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-055207-index.html,Item 8.01; Item 9.01,Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/2058359/000121390025055207/ea0245915-8k_calred.htm,,Tier-1,2025-06-16,https://www.sec.gov/Archives/edgar/data/2058359/000121390025055207/ea0245915-8k_calred.htm,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-055207-index.html
CRAQ,Cal Redwood Acquisition Corp.,0002058359,2025-05-22,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/2058359/000121390025047867/ea0243417-8k_calredwood.htm,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-047867-index.html,8-K,2025-05-27,2025-05-22,2025-05-22,0001213900-25-047867,https://www.sec.gov/Archives/edgar/data/2058359/000121390025047867/ea0243417-8k_calredwood.htm,https://www.sec.gov/Archives/edgar/data/2058359/000121390025047867/ea0243417-8k_calredwood.htm,2025-05-22,2025-05-27 17:18:03,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-047867-index.html,Item 1.01; Item 3.02; Item 8.01; Item 9.01,Item 1.01; Item 3.02; Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/2058359/000121390025047867/ea0243417-8k_calredwood.htm,,Tier-1,2025-05-22,https://www.sec.gov/Archives/edgar/data/2058359/000121390025047867/ea0243417-8k_calredwood.htm,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-047867-index.html
CGC,Canopy Growth Corp,0001737927,2025-08-06,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000119312525176020/cgc-20250806.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001193125-25-176020-index.html,8-K,2025-08-08,2025-08-06,2025-08-06,0001193125-25-176020,https://www.sec.gov/Archives/edgar/data/1737927/000119312525176020/cgc-20250806.htm,https://www.sec.gov/Archives/edgar/data/1737927/000119312525176020/cgc-20250806.htm,2025-08-06,2025-08-08 07:06:37,https://www.sec.gov/Archives/edgar/data/1737927/0001193125-25-176020-index.html,Item 2.02; Item 5.02; Item 9.01,Item 2.02; Item 5.02; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000119312525176020/cgc-20250806.htm,,Tier-1,2025-08-06,https://www.sec.gov/Archives/edgar/data/1737927/000119312525176020/cgc-20250806.htm,https://www.sec.gov/Archives/edgar/data/1737927/0001193125-25-176020-index.html
CRAQ,Cal Redwood Acquisition Corp.,0002058359,2025-05-27,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/2058359/000121390025050126/ea0243885-8k_calred.htm,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-050126-index.html,8-K,2025-06-02,2025-05-27,2025-05-27,0001213900-25-050126,https://www.sec.gov/Archives/edgar/data/2058359/000121390025050126/ea0243885-8k_calred.htm,https://www.sec.gov/Archives/edgar/data/2058359/000121390025050126/ea0243885-8k_calred.htm,2025-05-27,2025-06-02 17:07:31,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-050126-index.html,Item 8.01; Item 9.01,Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/2058359/000121390025050126/ea0243885-8k_calred.htm,,Tier-1,2025-05-27,https://www.sec.gov/Archives/edgar/data/2058359/000121390025050126/ea0243885-8k_calred.htm,https://www.sec.gov/Archives/edgar/data/2058359/0001213900-25-050126-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-11-19,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525291648/ctgo-20251119.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-291648-index.html,8-K,2025-11-21,2025-11-19,2025-11-19,0001193125-25-291648,https://www.sec.gov/Archives/edgar/data/1502377/000119312525291648/ctgo-20251119.htm,https://www.sec.gov/Archives/edgar/data/1502377/000119312525291648/ctgo-20251119.htm,2025-11-19,2025-11-21 17:30:24,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-291648-index.html,Item 7.01; Item 9.01,Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525291648/ctgo-20251119.htm,,Tier-1,2025-11-19,https://www.sec.gov/Archives/edgar/data/1502377/000119312525291648/ctgo-20251119.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-291648-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-10-02,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-228609-index.html,8-K,2025-10-02,2025-10-02,2025-10-02,0001193125-25-228609,https://www.sec.gov/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,https://www.sec.gov/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,2025-10-02,2025-10-02 17:00:28,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-228609-index.html,Item 7.01; Item 9.01,Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,,Tier-1,2025-10-02,https://www.sec.gov/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-228609-index.html
CGC,Canopy Growth Corp,0001737927,2025-05-30,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000095017025079321/cgc-20250530.htm,https://www.sec.gov/Archives/edgar/data/1737927/0000950170-25-079321-index.html,8-K,2025-05-30,2025-05-30,2025-05-30,0000950170-25-079321,https://www.sec.gov/Archives/edgar/data/1737927/000095017025079321/cgc-20250530.htm,https://www.sec.gov/Archives/edgar/data/1737927/000095017025079321/cgc-20250530.htm,2025-05-30,2025-05-30 07:19:59,https://www.sec.gov/Archives/edgar/data/1737927/0000950170-25-079321-index.html,Item 2.02; Item 9.01,Item 2.02; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1737927/000095017025079321/cgc-20250530.htm,,Tier-1,2025-05-30,https://www.sec.gov/Archives/edgar/data/1737927/000095017025079321/cgc-20250530.htm,https://www.sec.gov/Archives/edgar/data/1737927/0000950170-25-079321-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-09-25,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525220431/d911539d8k.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-220431-index.html,8-K,2025-09-26,2025-09-25,2025-09-25,0001193125-25-220431,https://www.sec.gov/Archives/edgar/data/1502377/000119312525220431/d911539d8k.htm,https://www.sec.gov/Archives/edgar/data/1502377/000119312525220431/d911539d8k.htm,2025-09-25,2025-09-26 16:01:24,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-220431-index.html,Item 1.01; Item 8.01; Item 9.01,Item 1.01; Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525220431/d911539d8k.htm,,Tier-1,2025-09-25,https://www.sec.gov/Archives/edgar/data/1502377/000119312525220431/d911539d8k.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-220431-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-11-13,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525280652/ctgo-20251113.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-280652-index.html,8-K,2025-11-14,2025-11-13,2025-11-13,0001193125-25-280652,https://www.sec.gov/Archives/edgar/data/1502377/000119312525280652/ctgo-20251113.htm,https://www.sec.gov/Archives/edgar/data/1502377/000119312525280652/ctgo-20251113.htm,2025-11-13,2025-11-13 18:23:55,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-280652-index.html,Item 2.02; Item 7.01; Item 9.01,Item 2.02; Item 7.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000119312525280652/ctgo-20251113.htm,,Tier-1,2025-11-13,https://www.sec.gov/Archives/edgar/data/1502377/000119312525280652/ctgo-20251113.htm,https://www.sec.gov/Archives/edgar/data/1502377/0001193125-25-280652-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-08-13,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025108206/ctgo-20250813.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-108206-index.html,8-K,2025-08-14,2025-08-13,2025-08-13,0000950170-25-108206,https://www.sec.gov/Archives/edgar/data/1502377/000095017025108206/ctgo-20250813.htm,https://www.sec.gov/Archives/edgar/data/1502377/000095017025108206/ctgo-20250813.htm,2025-08-13,2025-08-13 18:00:43,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-108206-index.html,Item 2.02; Item 7.01; Item 9.01,Item 2.02; Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025108206/ctgo-20250813.htm,,Tier-1,2025-08-13,https://www.sec.gov/Archives/edgar/data/1502377/000095017025108206/ctgo-20250813.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-108206-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-07-30,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025100447/ctgo-20250730.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-100447-index.html,8-K,2025-07-31,2025-07-30,2025-07-30,0000950170-25-100447,https://www.sec.gov/Archives/edgar/data/1502377/000095017025100447/ctgo-20250730.htm,https://www.sec.gov/Archives/edgar/data/1502377/000095017025100447/ctgo-20250730.htm,2025-07-30,2025-07-30 18:00:26,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-100447-index.html,Item 7.01; Item 9.01,Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025100447/ctgo-20250730.htm,,Tier-1,2025-07-30,https://www.sec.gov/Archives/edgar/data/1502377/000095017025100447/ctgo-20250730.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-100447-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-06-16,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025086551/ctgo-20250616.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-086551-index.html,8-K,2025-06-16,2025-06-16,2025-06-16,0000950170-25-086551,https://www.sec.gov/Archives/edgar/data/1502377/000095017025086551/ctgo-20250616.htm,https://www.sec.gov/Archives/edgar/data/1502377/000095017025086551/ctgo-20250616.htm,2025-06-16,2025-06-16 08:21:05,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-086551-index.html,Item 7.01; Item 9.01,Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025086551/ctgo-20250616.htm,,Tier-1,2025-06-16,https://www.sec.gov/Archives/edgar/data/1502377/000095017025086551/ctgo-20250616.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-086551-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-06-25,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025091058/ctgo-20250625.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-091058-index.html,8-K,2025-06-27,2025-06-25,2025-06-25,0000950170-25-091058,https://www.sec.gov/Archives/edgar/data/1502377/000095017025091058/ctgo-20250625.htm,https://www.sec.gov/Archives/edgar/data/1502377/000095017025091058/ctgo-20250625.htm,2025-06-25,2025-06-27 17:30:28,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-091058-index.html,Item 7.01; Item 9.01,Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025091058/ctgo-20250625.htm,,Tier-1,2025-06-25,https://www.sec.gov/Archives/edgar/data/1502377/000095017025091058/ctgo-20250625.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-091058-index.html
CTGO,"Contango ORE, Inc.",0001502377,2025-06-10,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025084513/ctgo-20250610.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-084513-index.html,8-K,2025-06-11,2025-06-10,2025-06-10,0000950170-25-084513,https://www.sec.gov/Archives/edgar/data/1502377/000095017025084513/ctgo-20250610.htm,https://www.sec.gov/Archives/edgar/data/1502377/000095017025084513/ctgo-20250610.htm,2025-06-10,2025-06-10 18:00:28,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-084513-index.html,Item 5.07; Item 7.01; Item 9.01,Item 5.07; Item 7.01; Item 9.01,FDA,Tier-1,https://www.sec.gov/Archives/edgar/data/1502377/000095017025084513/ctgo-20250610.htm,,Tier-1,2025-06-10,https://www.sec.gov/Archives/edgar/data/1502377/000095017025084513/ctgo-20250610.htm,https://www.sec.gov/Archives/edgar/data/1502377/0000950170-25-084513-index.html
CTNM,"Contineum Therapeutics, Inc.",0001855175,2025-11-20,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925035860/ctnm20251117_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-035860-index.html,8-K,2025-11-20,2025-11-20,2025-11-20,0001437749-25-035860,https://www.sec.gov/Archives/edgar/data/1855175/000143774925035860/ctnm20251117_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/000143774925035860/ctnm20251117_8k.htm,2025-11-20,2025-11-20 16:07:30,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-035860-index.html,Item 8.01; Item 9.01,Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925035860/ctnm20251117_8k.htm,,Tier-1,2025-11-20,https://www.sec.gov/Archives/edgar/data/1855175/000143774925035860/ctnm20251117_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-035860-index.html
CTNM,"Contineum Therapeutics, Inc.",0001855175,2025-10-30,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925032422/ctnm20251015_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-032422-index.html,8-K,2025-10-30,2025-10-30,2025-10-30,0001437749-25-032422,https://www.sec.gov/Archives/edgar/data/1855175/000143774925032422/ctnm20251015_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/000143774925032422/ctnm20251015_8k.htm,2025-10-30,2025-10-30 16:09:26,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-032422-index.html,Item 2.02; Item 9.01,Item 2.02; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925032422/ctnm20251015_8k.htm,,Tier-1,2025-10-30,https://www.sec.gov/Archives/edgar/data/1855175/000143774925032422/ctnm20251015_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-032422-index.html
CTNM,"Contineum Therapeutics, Inc.",0001855175,2025-09-18,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925029349/ctnm20250910_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-029349-index.html,8-K,2025-09-18,2025-09-18,2025-09-18,0001437749-25-029349,https://www.sec.gov/Archives/edgar/data/1855175/000143774925029349/ctnm20250910_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/000143774925029349/ctnm20250910_8k.htm,2025-09-18,2025-09-18 08:16:26,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-029349-index.html,Item 7.01; Item 8.01; Item 9.01,Item 7.01; Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925029349/ctnm20250910_8k.htm,,Tier-1,2025-09-18,https://www.sec.gov/Archives/edgar/data/1855175/000143774925029349/ctnm20250910_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-029349-index.html
CTNM,"Contineum Therapeutics, Inc.",0001855175,2025-04-28,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925013334/cont20250422_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-013334-index.html,8-K,2025-04-28,2025-04-28,2025-04-28,0001437749-25-013334,https://www.sec.gov/Archives/edgar/data/1855175/000143774925013334/cont20250422_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/000143774925013334/cont20250422_8k.htm,2025-04-28,2025-04-28 16:10:35,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-013334-index.html,Item 8.01; Item 9.01,Item 8.01; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925013334/cont20250422_8k.htm,,Tier-1,2025-04-28,https://www.sec.gov/Archives/edgar/data/1855175/000143774925013334/cont20250422_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-013334-index.html
CTNM,"Contineum Therapeutics, Inc.",0001855175,2025-08-05,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925024849/ctnm20250616_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-024849-index.html,8-K,2025-08-05,2025-08-05,2025-08-05,0001437749-25-024849,https://www.sec.gov/Archives/edgar/data/1855175/000143774925024849/ctnm20250616_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/000143774925024849/ctnm20250616_8k.htm,2025-08-05,2025-08-05 16:08:50,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-024849-index.html,Item 2.02; Item 9.01,Item 2.02; Item 9.01,ATM,Tier-1,https://www.sec.gov/Archives/edgar/data/1855175/000143774925024849/ctnm20250616_8k.htm,,Tier-1,2025-08-05,https://www.sec.gov/Archives/edgar/data/1855175/000143774925024849/ctnm20250616_8k.htm,https://www.sec.gov/Archives/edgar/data/1855175/0001437749-25-024849-index.html
