Ticker,CIK,Company,Exchange,Country,Currency,Sector,Industry,MarketCap,Price,UpdatedAt,BidPrice,AskPrice,BidSize,AskSize,AfterHoursVolume,QuoteTimestamp,Spread,SpreadPct
KOYN,0002068454,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,NASDAQ,KY,USD,Financial Services,Asset Management,257819350.0,9.985,2025-11-05T12:38:50.949915,9.97,9.985,4.0,2.0,2706.0,2025-11-04T21:00:00Z,0.014999999999998792,0.15033826108743467
DMAA,0002028614,Drugs Made In America Acquisition Corp. Ordinary Shares,NASDAQ,US,USD,Financial Services,Shell Companies,346064501.0,10.325,2025-11-05T12:38:50.950198,10.15,10.35,1000.0,18.0,201122.0,2025-11-05T12:38:05Z,0.1999999999999993,1.951219512195115
BEAG,0001852207,Bold Eagle Acquisition Corp.,NASDAQ,US,USD,Financial Services,Shell Companies,335102568.0,10.7,2025-11-05T12:38:50.950631,10.68,10.8,2.0,1.0,50901.0,2025-11-04T21:00:00Z,0.120000000000001,1.1173184357541992
TVA,0002033991,Texas Ventures Acquisition III Corp,NASDAQ,US,USD,Financial Services,Shell Companies,332490410.0,10.97,2025-11-05T12:38:50.950709,10.86,10.96,2.0,2.0,211517.0,2025-11-04T21:00:00Z,0.10000000000000142,0.916590284143001
ANTA,0002044255,Antalpha Platform Holding Company,NASDAQ,SG,USD,Financial Services,Financial - Credit Services,266135100.0,11.24,2025-11-05T12:38:50.950783,11.24,11.45,2.0,1.0,13769.0,2025-11-04T21:00:01Z,0.20999999999999908,1.851035698545607
ALT,0001326190,"Altimmune, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,331847271.0,3.76,2025-11-05T12:38:50.951321,3.81,3.84,55.0,3000.0,0.0,2025-11-05T12:38:45Z,0.029999999999999805,0.7843137254901908
CRAQ,0002058359,Cal Redwood Acquisition Corp. Class A Ordinary Shares,NASDAQ,US,USD,Financial Services,Shell Companies,316391590.0,10.1,2025-11-05T12:38:50.951518,10.08,10.1,5.0,1.0,1.0,2025-11-04T21:00:00Z,0.019999999999999574,0.19821605550049132
ALTS,0000862861,ALT5 Sigma Corporation,NASDAQ,US,USD,Technology,Software - Application,252482050.0,2.06,2025-11-05T12:38:50.951675,2.07,2.08,1.0,212.0,13153.0,2025-11-05T12:38:32Z,0.010000000000000231,0.48192771084338454
PLG,0001095052,Platinum Group Metals Ltd.,AMEX,CA,USD,Basic Materials,Other Precious Metals,223184470.0,1.99,2025-11-05T12:38:50.951975,1.99,2.04,1.0,200.0,0.0,2025-11-05T09:11:22Z,0.050000000000000044,2.481389578163774
CADL,0001841387,"Candel Therapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,281638118.0,5.13,2025-11-05T12:38:50.952178,5.13,5.19,21.0,100.0,551851.0,2025-11-05T12:38:49Z,0.0600000000000005,1.1627906976744282
GAMB,0001839799,Gambling.com Group Limited,NASDAQ,JE,USD,Consumer Cyclical,"Gambling, Resorts & Casinos",244631659.0,6.85,2025-11-05T12:38:50.953881,6.75,6.85,70.0,98.0,575046.0,2025-11-05T12:39:15Z,0.09999999999999964,1.4705882352941124
INV,0002001557,"Innventure, Inc.",NASDAQ,US,USD,Financial Services,Asset Management,180033332.0,3.3,2025-11-05T12:38:50.954040,3.27,3.36,18.0,8.0,3618.0,2025-11-04T21:00:01Z,0.08999999999999986,2.7149321266968283
EIC,0001754836,Eagle Point Income Company Inc.,NYSE,US,USD,Financial Services,Asset Management - Income,328227003.0,12.38,2025-11-05T12:38:50.955820,12.26,12.41,280.0,150.0,0.0,2025-11-05T12:38:23Z,0.15000000000000036,1.2160518848804245
DENN,0000852772,Denny's Corporation,NASDAQ,US,USD,Consumer Cyclical,Restaurants,318263783.0,6.18,2025-11-05T12:38:51.403167,6.17,6.18,4.0,45258.0,0.0,2025-11-05T12:37:54Z,0.009999999999999787,0.1619433198380532
VNDA,0001347178,Vanda Pharmaceuticals Inc.,NASDAQ,US,USD,Healthcare,Biotechnology,257055159.0,4.35,2025-11-05T12:38:51.403725,4.4,4.52,100.0,5.0,666567.0,2025-11-05T12:39:11Z,0.11999999999999922,2.690582959641238
HUMA,0001818382,"Humacyte, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,231361332.0,1.46,2025-11-05T12:38:51.403964,1.48,1.52,28404.0,565.0,13998.0,2025-11-05T12:39:02Z,0.040000000000000036,2.6666666666666687
OGI,0001620737,Organigram Global Inc.,NASDAQ,CA,USD,Healthcare,Drug Manufacturers - Specialty & Generic,205053916.0,1.53,2025-11-05T12:38:51.404846,1.51,1.57,1999.0,4500.0,613671.0,2025-11-05T09:01:13Z,0.06000000000000005,3.8961038961038996
DOUG,0001878897,Douglas Elliman Inc.,NYSE,US,USD,Real Estate,Real Estate - Services,213786523.0,2.41,2025-11-05T12:38:51.404951,2.41,2.48,9.0,2.0,0.0,2025-11-05T12:37:59Z,0.06999999999999984,2.8629856850715676
CHPT,0001777393,"ChargePoint Holdings, Inc.",NYSE,US,USD,Consumer Cyclical,Specialty Retail,224424829.0,9.61,2025-11-05T12:38:51.405390,9.7,9.75,6.0,576.0,0.0,2025-11-05T12:38:40Z,0.05000000000000071,0.5141388174807271
TPVG,0001580345,TriplePoint Venture Growth BDC Corp.,NYSE,US,USD,Financial Services,Asset Management,220167626.0,5.46,2025-11-05T12:38:51.406248,5.41,5.5,100.0,2843.0,0.0,2025-11-05T12:38:36Z,0.08999999999999986,1.649862511457376
MCGA,0002064658,Yorkville Acquisition Corp.,NASDAQ,US,USD,Financial Services,Asset Management,183126938.0,10.27,2025-11-05T12:38:51.406297,10.21,10.35,300.0,10.0,99764.0,2025-11-05T12:39:05Z,0.1399999999999988,1.3618677042801437
STXS,0001289340,"Stereotaxis, Inc.",AMEX,US,USD,Healthcare,Medical - Instruments & Supplies,244297401.0,2.7,2025-11-05T12:38:51.406545,2.7,2.74,400.0,400.0,341599.0,2025-11-04T21:00:00Z,0.040000000000000036,1.4705882352941189
NXXT,0001817004,NextNRG Inc.,NASDAQ,US,USD,Utilities,Renewable Utilities,224772115.0,1.79,2025-11-05T12:38:51.406740,1.79,1.85,200.0,28.0,850.0,2025-11-05T12:37:19Z,0.06000000000000005,3.2967032967032996
GLDG,0001538847,GoldMining Inc.,AMEX,CA,USD,Basic Materials,Gold,259001899.0,1.25,2025-11-05T12:38:51.406781,1.25,1.27,6100.0,5100.0,0.0,2025-11-04T21:00:00Z,0.020000000000000018,1.5873015873015885
GPJA,0000041091,Georgia Power Company 5% JR SUB NT 77,NYSE,US,USD,Utilities,Regulated Electric,213477552.0,23.05,2025-11-05T12:38:51.408663,23.02,23.08,200.0,100.0,16985.0,2025-11-04T21:00:02Z,0.05999999999999872,0.2603036876355693
CABA,0001759138,"Cabaletta Bio, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,246956129.0,2.7,2025-11-05T12:38:51.408854,2.61,2.66,255.0,1702.0,5135245.0,2025-11-05T09:01:19Z,0.050000000000000266,1.89753320683113
CRBU,0001619856,"Caribou Biosciences, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,202077429.0,2.17,2025-11-05T12:38:51.409078,2.22,2.24,22.0,7.0,11140.0,2025-11-05T12:39:39Z,0.020000000000000018,0.8968609865470859
EVC,0001109116,Entravision Communications Corporation,NYSE,US,USD,Communication Services,Broadcasting,180250248.0,1.98,2025-11-05T12:38:51.409212,2.5,2.56,364.0,1050.0,0.0,2025-11-05T12:39:01Z,0.06000000000000005,2.3715415019762864
VLN,0001863006,Valens Semiconductor Ltd.,NYSE,IL,USD,Technology,Semiconductors,167528639.0,1.59,2025-11-05T12:38:51.409911,1.59,1.62,50.0,2500.0,0.0,2025-11-05T12:38:32Z,0.030000000000000027,1.8691588785046744
