Ticker,Company,CIK,Sector,CatalystType,CatalystDate,CatalystPrimaryLink,CatalystEvidencePrimaryLinks,CatalystEvidenceSecondaryLinks,HasDilutionFlag,DilutionForms,DilutionLinks,DilutionNotes,RunwayCash,RunwayQuarterlyBurn,RunwayQuarters,RunwayNotes,LatestForm,FiledAt,FilingURL,FilingsSummary,FilingURLsAll,FDA_EventType,FDA_Date,FDA_URL,FDA_URLsAll,FDA_Summary,RunwayCashRaw,RunwayQuarterlyBurnRaw,RunwayQuartersRaw,RunwayEstimate,RunwayStatus,RunwayAssumption,RunwayOCFPeriodMonths,RunwayOCFRaw,RunwayUnitsScale,RunwaySourceForm,RunwaySourceDate,RunwaySourceURL,RunwaySourceDaysAgo
ABAT,American Battery Technology Company Common Stock,0001576873,Basic Materials,Corporate event / guidance / financing,2025-10-16,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018287/form8-k.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018287/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018171/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018037/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014657/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014322/forms-3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014321/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014320/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014267/formdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014092/form10-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014076/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225012644/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225021929/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225015875/forms-3a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013104/forms-3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013103/forms-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011525/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011038/form10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225002693/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225007582/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001774/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001312/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052234/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052201/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051220/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051212/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050902/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050884/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050634/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048298/forms-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048039/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048035/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224046181/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224045758/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224039470/formdef14a.htm,,TRUE,S-3; 424B5; S-3/A; S-8,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014322/forms-3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014320/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225015875/forms-3a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013104/forms-3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013103/forms-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052234/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051220/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048298/forms-8.htm,"Recent dilution-related filings: S-3, 424B5, S-3/A, S-8",7800000.00,7699783.67,1.01,2025-05-15 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011038/form10-q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1576873/000164117225011038/form10-q.htm,8-K,2025-10-16,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018287/form8-k.htm,"2025-10-16 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018287/form8-k.htm | nan
2025-10-15 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018171/form8-k.htm | nan
2025-10-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018037/form8-k.htm | nan
2025-09-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014657/form8-k.htm | nan
2025-09-19 | S-3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014322/forms-3.htm | nan
2025-09-19 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014321/form8-k.htm | nan
2025-09-19 | 424B5 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014320/form424b5.htm | nan
2025-09-19 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014267/formdef14a.htm | nan
2025-09-18 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014092/form10-k.htm | nan
2025-09-18 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014076/ex99-1.htm | nan
2025-09-04 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225012644/form8-k.htm | nan
2025-08-01 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225021929/form8-k.htm | nan
2025-06-20 | S-3/A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225015875/forms-3a.htm | nan
2025-05-30 | S-3 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013104/forms-3.htm | nan
2025-05-30 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013103/forms-8.htm | nan
2025-05-19 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011525/form8-k.htm | nan
2025-05-15 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011038/form10-q.htm | nan
2025-04-04 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225002693/form8-k.htm | nan
2025-02-19 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225007582/form8-k.htm | nan
2025-01-10 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001774/form8-k.htm | nan
2025-01-08 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001312/form8-k.htm | nan
2024-12-27 | 424B5 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052234/form424b5.htm | nan
2024-12-27 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052201/form8-k.htm | nan
2024-12-23 | 424B5 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051220/form424b5.htm | nan
2024-12-23 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051212/form8-k.htm | nan
2024-12-20 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050902/form8-k.htm | nan
2024-12-20 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050884/form8-k.htm | nan
2024-12-18 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050634/form8-k.htm | nan
2024-12-02 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048298/forms-8.htm | nan
2024-11-27 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048039/form8-k.htm | nan
2024-11-27 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048035/form8-k.htm | nan
2024-11-15 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224046181/form8-k.htm | nan
2024-11-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224045758/form8-k.htm | nan
2024-10-04 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224039470/formdef14a.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018287/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018171/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225018037/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014657/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014322/forms-3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014321/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014320/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014267/formdef14a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014092/form10-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225014076/ex99-1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225012644/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225021929/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225015875/forms-3a.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013104/forms-3.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225013103/forms-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011525/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011038/form10-q.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225002693/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225007582/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001774/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315225001312/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052234/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224052201/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051220/form424b5.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224051212/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050902/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050884/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224050634/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048298/forms-8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048039/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224048035/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224046181/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224045758/form8-k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000149315224039470/formdef14a.htm,,,,,,7800000.000000,7699783.666667,1.013015,interim,OK,9m/3,9,-7699783.666667,1,10-Q,2025-05-15,https://www.sec.gov/ix?doc=/Archives/edgar/data/1576873/000164117225011038/form10-q.htm,174
ACB,Aurora Cannabis Inc.,0001683541,Healthcare,TBD,2025-11-05,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000162828025049248/fs20250930q22026.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000162828025049248/fs20250930q22026.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001175/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001141/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001017/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000864/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000862/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000828/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000168354125000015/fs20250630q12026.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000806/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000785/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000731/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000711/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000708/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000645/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000641/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000634/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000168354125000008/acb-20250331.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000577/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000531/ex991.htm,,FALSE,,,,137921000.00,40374.00,3416.08,2025-11-05 40-F https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001175/ex991.htm | values parsed from XBRL and HTML (merged): https://www.sec.gov/Archives/edgar/data/1683541/000168354125000008/acb-20250331.htm; cashflow_header=no; cash_found=no; ocf_found=no; (partial XBRL data) | values parsed from XBRL and HTML (merged): https://www.sec.gov/Archives/edgar/data/1683541/000127956925001175/ex991.htm; cashflow_header=no; cash_found=no; ocf_found=yes; (partial XBRL data),6-K,2025-11-05,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000162828025049248/fs20250930q22026.htm,"2025-11-05 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001175/ex991.htm | nan
2025-11-05 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000162828025049248/fs20250930q22026.htm | nan
2025-10-23 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001141/aurora_6k.htm | nan
2025-09-18 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001017/aurora_6k.htm | nan
2025-08-11 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000864/aurora_6k.htm | nan
2025-08-11 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000862/aurora_6k.htm | nan
2025-08-06 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000828/ex991.htm | nan
2025-08-06 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000168354125000015/fs20250630q12026.htm | nan
2025-07-30 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000806/ex991.htm | nan
2025-07-24 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000785/ex991.htm | nan
2025-07-14 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000731/ex991.htm | nan
2025-07-09 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000711/ex991.htm | nan
2025-07-09 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000708/ex991.htm | nan
2025-06-20 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000645/ex991.htm | nan
2025-06-18 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000641/ex991.htm | nan
2025-06-18 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000634/ex991.htm | nan
2025-06-18 | 40-F | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000168354125000008/acb-20250331.htm | nan
2025-06-04 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000577/ex991.htm | nan
2025-05-27 | 6-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000531/ex991.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001175/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000162828025049248/fs20250930q22026.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001141/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001017/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000864/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000862/aurora_6k.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000828/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000168354125000015/fs20250630q12026.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000806/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000785/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000731/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000711/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000708/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000645/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000641/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000634/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000168354125000008/acb-20250331.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000577/ex991.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925000531/ex991.htm,,,,,,137921000.000000,40374.000000,3416.084609,annual_div4,OK,,3,-40374.000000,1,40-F,2025-11-05,https://www.sec.gov/ix?doc=/Archives/edgar/data/1683541/000127956925001175/ex991.htm,0
ACRV,"Acrivon Therapeutics, Inc. Common Stock",0001781174,Healthcare,Corporate event / guidance / financing,2025-09-05,https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525197250/acrv-20250905.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525197250/acrv-20250905.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025108054/acrv-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525179834/acrv-20250813.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025086246/acrv-20250613.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525119914/d901324ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025071427/acrv-20250331.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025071385/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025058352/acrv-20250424.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025051576/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525066369/d945264ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025046163/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025046056/acrv-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025044549/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025039520/acrv-20250311.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017024125920/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017024114213/acrv-ex99_1.htm,,TRUE,S-8,https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525119914/d901324ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525066369/d945264ds8.htm,Recent dilution-related filings: S-8,41895000.00,18072500.00,2.32,2025-08-13 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025108054/acrv-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1781174/000095017025108054/acrv-20250630.htm,8-K,2025-09-05,https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525197250/acrv-20250905.htm,"2025-09-05 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525197250/acrv-20250905.htm | nan
2025-08-13 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025108054/acrv-20250630.htm | nan
2025-08-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525179834/acrv-20250813.htm | nan
2025-06-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025086246/acrv-20250613.htm | nan
2025-05-14 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525119914/d901324ds8.htm | nan
2025-05-14 | 10-Q | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025071427/acrv-20250331.htm | nan
2025-05-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025071385/acrv-ex99_1.htm | nan
2025-04-25 | DEF 14A | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025058352/acrv-20250424.htm | nan
2025-04-07 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025051576/acrv-ex99_1.htm | nan
2025-03-28 | S-8 | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525066369/d945264ds8.htm | nan
2025-03-27 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025046163/acrv-ex99_1.htm | nan
2025-03-27 | 10-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025046056/acrv-20241231.htm | nan
2025-03-25 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025044549/acrv-ex99_1.htm | nan
2025-03-14 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025039520/acrv-20250311.htm | nan
2024-11-13 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017024125920/acrv-ex99_1.htm | nan
2024-10-11 | 8-K | https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017024114213/acrv-ex99_1.htm | nan",https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525197250/acrv-20250905.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025108054/acrv-20250630.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525179834/acrv-20250813.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025086246/acrv-20250613.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525119914/d901324ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025071427/acrv-20250331.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025071385/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025058352/acrv-20250424.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025051576/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000119312525066369/d945264ds8.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025046163/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025046056/acrv-20241231.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025044549/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025039520/acrv-20250311.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017024125920/acrv-ex99_1.htm; https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017024114213/acrv-ex99_1.htm,,,,,,41895000.000000,18072500.000000,2.318163,interim,OK,6m/2,6,-18072500.000000,1,10-Q,2025-08-13,https://www.sec.gov/ix?doc=/Archives/edgar/data/1781174/000095017025108054/acrv-20250630.htm,84
