Ticker,Company,Sector,CIK,MarketCap,PriceDate,Close,ADV20,LatestForm,FiledAt,FilingURL,FilingsSummary,FilingURLsAll,FDA_EventType,FDA_Date,FDA_URL,FDA_Summary,FDA_URLsAll
GMRE,Global Medical REIT Inc.,Real Estate,0001533615,89149340.0,2025-11-26,33.3,175400.1,8-K,2025-11-18,https://www.sec.gov/Archives/edgar/data/1533615/000110465925113664/tm2531522d1_8k.htm,"2025-11-18 | 8-A12B | https://www.sec.gov/Archives/edgar/data/1533615/000110465925113679/tm2531522d2_8a12b.htm | nan
2025-11-18 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925113664/tm2531522d1_8k.htm | nan
2025-11-14 | 424B5 | https://www.sec.gov/Archives/edgar/data/1533615/000110465925112543/tm2531290d1_424b5.htm | nan
2025-11-13 | 424B5 | https://www.sec.gov/Archives/edgar/data/1533615/000110465925110926/tm2530976d1_424b5.htm | nan
2025-11-13 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925110921/tm2531010d1_8k.htm | nan
2025-11-05 | 10-Q | https://www.sec.gov/Archives/edgar/data/1533615/000110465925106984/gmre-20250930x10q.htm | nan
2025-11-04 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925106390/tm2530220d1_8k.htm | nan
2025-10-08 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925097935/tm2528281d1_8k.htm | nan
2025-09-19 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925091732/tm2526504d1_8k.htm | nan
2025-08-06 | 10-Q | https://www.sec.gov/Archives/edgar/data/1533615/000155837025010515/gmre-20250630x10q.htm | nan
2025-08-05 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925074239/tm2522482d1_8k.htm | nan
2025-06-23 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925061389/tm2518616d1_8k.htm | nan
2025-05-28 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925053594/tm2516386d1_8k.htm | nan
2025-05-15 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925048999/tm2515150d1_8k.htm | nan
2025-05-07 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925045612/tm2514308d1_8k.htm | nan
2025-03-31 | DEF 14A | https://www.sec.gov/Archives/edgar/data/1533615/000110465925029872/tm252576-2_def14a.htm | nan
2025-02-28 | 10-K | https://www.sec.gov/Archives/edgar/data/1533615/000155837025001938/gmre-20241231x10k.htm | nan
2025-02-27 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925018306/tm257811d1_8k.htm | nan
2025-01-08 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465925002062/tm252689d1_8k.htm | nan
2024-11-15 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465924119735/tm2428630d1_8k.htm | nan
2024-11-06 | 8-K | https://www.sec.gov/Archives/edgar/data/1533615/000110465924114813/tm2427704d1_8k.htm | nan","https://www.sec.gov/Archives/edgar/data/1533615/000110465925113679/tm2531522d2_8a12b.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925113664/tm2531522d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925112543/tm2531290d1_424b5.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925110926/tm2530976d1_424b5.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925110921/tm2531010d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925106984/gmre-20250930x10q.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925106390/tm2530220d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925097935/tm2528281d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925091732/tm2526504d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000155837025010515/gmre-20250630x10q.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925074239/tm2522482d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925061389/tm2518616d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925053594/tm2516386d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925048999/tm2515150d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925045612/tm2514308d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925029872/tm252576-2_def14a.htm
https://www.sec.gov/Archives/edgar/data/1533615/000155837025001938/gmre-20241231x10k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925018306/tm257811d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465925002062/tm252689d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465924119735/tm2428630d1_8k.htm
https://www.sec.gov/Archives/edgar/data/1533615/000110465924114813/tm2427704d1_8k.htm",,,,,
NFE,New Fortress Energy Inc.,Utilities,0001749723,347154429.0,2025-11-26,1.22,20934660.1,10-Q,2025-11-21,https://www.sec.gov/Archives/edgar/data/1749723/000174972325000149/nfe-20250930.htm,"2025-11-21 | 10-Q | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000149/nfe-20250930.htm | nan
2025-11-20 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000145/nfe-20251114.htm | nan
2025-09-08 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000125/nfe-20250905.htm | nan
2025-09-05 | 10-Q | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000123/nfe-20250630.htm | nan
2025-08-22 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000117/nfe-20250819.htm | nan
2025-08-14 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000112/nfe-20250814.htm | nan
2025-06-30 | 10-Q | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000100/nfe-20250331.htm | nan
2025-06-30 | 10-K/A | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000098/nfe-20241231.htm | nan
2025-06-25 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000085/nfe-20250618.htm | nan
2025-06-18 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000081/nfe-20250618.htm | nan
2025-05-27 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000076/nfe-20250520.htm | nan
2025-05-21 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000073/nfe-20250514.htm | nan
2025-05-14 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000064/nfe-20250514.htm | nan
2025-05-12 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000057/nfe-20250512.htm | nan
2025-04-29 | DEF 14A | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000040/nfe-20250429.htm | nan
2025-03-27 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000032/nfe-20250326.htm | nan
2025-03-10 | 10-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000029/nfe-20241231.htm | nan
2025-03-07 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000022/nfe-20250303.htm | nan
2025-03-03 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000015/nfe-20250303.htm | nan
2025-02-14 | 424B7 | https://www.sec.gov/Archives/edgar/data/1749723/000114036125004856/ny20043577x1_424b7.htm | nan
2025-02-14 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000011/nfe-20250214.htm | nan
2025-02-06 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000009/nfe-20250131.htm | nan
2025-01-28 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000006/nfe-20250128.htm | nan
2025-01-17 | 424B7 | https://www.sec.gov/Archives/edgar/data/1749723/000114036125001387/ny20041665x1_424b7.htm | nan
2025-01-10 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000004/nfe-20250106.htm | nan
2025-01-03 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972325000002/nfe-20250102.htm | nan
2024-12-11 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000125/nfe-20241205.htm | nan
2024-11-27 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000122/nfe-20241121.htm | nan
2024-11-15 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000118/nfe-20241114.htm | nan
2024-11-07 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000111/nfe-20241106.htm | nan
2024-11-07 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000109/nfe-20241107.htm | nan
2024-11-05 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000105/nfe-20241105.htm | nan
2024-10-24 | 8-K | https://www.sec.gov/Archives/edgar/data/1749723/000174972324000100/nfe-20241018.htm | nan","https://www.sec.gov/Archives/edgar/data/1749723/000174972325000149/nfe-20250930.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000145/nfe-20251114.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000125/nfe-20250905.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000123/nfe-20250630.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000117/nfe-20250819.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000112/nfe-20250814.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000100/nfe-20250331.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000098/nfe-20241231.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000085/nfe-20250618.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000081/nfe-20250618.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000076/nfe-20250520.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000073/nfe-20250514.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000064/nfe-20250514.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000057/nfe-20250512.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000040/nfe-20250429.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000032/nfe-20250326.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000029/nfe-20241231.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000022/nfe-20250303.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000015/nfe-20250303.htm
https://www.sec.gov/Archives/edgar/data/1749723/000114036125004856/ny20043577x1_424b7.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000011/nfe-20250214.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000009/nfe-20250131.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000006/nfe-20250128.htm
https://www.sec.gov/Archives/edgar/data/1749723/000114036125001387/ny20041665x1_424b7.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000004/nfe-20250106.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972325000002/nfe-20250102.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000125/nfe-20241205.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000122/nfe-20241121.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000118/nfe-20241114.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000111/nfe-20241106.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000109/nfe-20241107.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000105/nfe-20241105.htm
https://www.sec.gov/Archives/edgar/data/1749723/000174972324000100/nfe-20241018.htm",,,,,
YRD,Yiren Digital Ltd.,Financial Services,0001631761,188035384.0,2025-11-26,4.41,69543.2,6-K,2025-11-26,https://www.sec.gov/Archives/edgar/data/1631761/000110465925116150/tm2532175d1_6k.htm,"2025-11-26 | 6-K | https://www.sec.gov/Archives/edgar/data/1631761/000110465925116150/tm2532175d1_6k.htm | nan
2025-08-22 | 6-K | https://www.sec.gov/Archives/edgar/data/1631761/000110465925081533/tm2524094d1_6k.htm | nan
2025-07-24 | 6-K | https://www.sec.gov/Archives/edgar/data/1631761/000110465925070369/tm2521643d1_6k.htm | nan
2025-06-13 | 6-K | https://www.sec.gov/Archives/edgar/data/1631761/000110465925059094/tm2517852d1_6k.htm | nan
2025-04-28 | 20-F | https://www.sec.gov/Archives/edgar/data/1631761/000141057825000931/yrd-20241231x20f.htm | nan","https://www.sec.gov/Archives/edgar/data/1631761/000110465925116150/tm2532175d1_6k.htm
https://www.sec.gov/Archives/edgar/data/1631761/000110465925081533/tm2524094d1_6k.htm
https://www.sec.gov/Archives/edgar/data/1631761/000110465925070369/tm2521643d1_6k.htm
https://www.sec.gov/Archives/edgar/data/1631761/000110465925059094/tm2517852d1_6k.htm
https://www.sec.gov/Archives/edgar/data/1631761/000141057825000931/yrd-20241231x20f.htm",,,,,
WDH,Waterdrop Inc.,Financial Services,0001823986,63429935.0,2025-11-26,1.76,210229.95,6-K,2025-09-04,https://www.sec.gov/Archives/edgar/data/1823986/000110465925087282/tm2524976d1_6k.htm,"2025-09-04 | 6-K | https://www.sec.gov/Archives/edgar/data/1823986/000110465925087282/tm2524976d1_6k.htm | nan
2025-06-05 | 6-K | https://www.sec.gov/Archives/edgar/data/1823986/000110465925056664/tm2517246d1_6k.htm | nan
2025-04-25 | 20-F | https://www.sec.gov/Archives/edgar/data/1823986/000141057825000891/wdh-20241231x20f.htm | nan","https://www.sec.gov/Archives/edgar/data/1823986/000110465925087282/tm2524976d1_6k.htm
https://www.sec.gov/Archives/edgar/data/1823986/000110465925056664/tm2517246d1_6k.htm
https://www.sec.gov/Archives/edgar/data/1823986/000141057825000891/wdh-20241231x20f.htm",,,,,
DSP,Viant Technology Inc.,Technology,0001828791,169792180.0,2025-11-26,10.46,314287.8,8-K,2025-11-10,https://www.sec.gov/Archives/edgar/data/1828791/000182879125000077/dsp-20251110.htm,"2025-11-10 | 10-Q | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000078/dsp-20250930.htm | nan
2025-11-10 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000077/dsp-20251110.htm | nan
2025-08-11 | 10-Q | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000056/dsp-20250630.htm | nan
2025-08-11 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000054/dsp-20250811.htm | nan
2025-06-09 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000034/dsp-20250605.htm | nan
2025-05-14 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000024/dsp-20250510.htm | nan
2025-05-06 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000018/dsp-20250506.htm | nan
2025-04-23 | DEF 14A | https://www.sec.gov/Archives/edgar/data/1828791/000119312525091400/d915933ddef14a.htm | nan
2025-03-03 | S-8 | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000013/dsp-20241231xsx8.htm | nan
2025-03-03 | 10-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000010/dsp-20241231.htm | nan
2025-03-03 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879125000009/dsp-20250303.htm | nan
2024-11-12 | 8-K | https://www.sec.gov/Archives/edgar/data/1828791/000182879124000053/dsp-20241112.htm | nan","https://www.sec.gov/Archives/edgar/data/1828791/000182879125000078/dsp-20250930.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000077/dsp-20251110.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000056/dsp-20250630.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000054/dsp-20250811.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000034/dsp-20250605.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000024/dsp-20250510.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000018/dsp-20250506.htm
https://www.sec.gov/Archives/edgar/data/1828791/000119312525091400/d915933ddef14a.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000013/dsp-20241231xsx8.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000010/dsp-20241231.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879125000009/dsp-20250303.htm
https://www.sec.gov/Archives/edgar/data/1828791/000182879124000053/dsp-20241112.htm",,,,,
MBVI,M3-Brigade Acquisition VI Corp. Class A Ordinary Shares,Financial Services,0002073928,346725000.0,2025-11-26,10.05,53068.85,10-Q,2025-11-13,https://www.sec.gov/Archives/edgar/data/2073928/000121390025110004/ea0264984-10q_m3brigade6.htm,"2025-11-13 | 10-Q | https://www.sec.gov/Archives/edgar/data/2073928/000121390025110004/ea0264984-10q_m3brigade6.htm | nan
2025-10-16 | 8-K | https://www.sec.gov/Archives/edgar/data/2073928/000095014225002818/eh250692721_8k.htm | nan
2025-10-08 | 10-Q | https://www.sec.gov/Archives/edgar/data/2073928/000121390025097450/ea0259631-10q_m3brigade6.htm | nan
2025-09-04 | 8-K | https://www.sec.gov/Archives/edgar/data/2073928/000121390025084538/ea0255547-8k_m3brigade6.htm | nan
2025-09-02 | 8-K | https://www.sec.gov/Archives/edgar/data/2073928/000121390025083405/ea0255430-8k_m3brig6.htm | nan
2025-08-27 | 424B4 | https://www.sec.gov/Archives/edgar/data/2073928/000121390025081199/ea0247441-10.htm | nan
2025-08-26 | 8-A12B | https://www.sec.gov/Archives/edgar/data/2073928/000121390025080538/ea0254385-8a12b_m3brig6.htm | nan","https://www.sec.gov/Archives/edgar/data/2073928/000121390025110004/ea0264984-10q_m3brigade6.htm
https://www.sec.gov/Archives/edgar/data/2073928/000095014225002818/eh250692721_8k.htm
https://www.sec.gov/Archives/edgar/data/2073928/000121390025097450/ea0259631-10q_m3brigade6.htm
https://www.sec.gov/Archives/edgar/data/2073928/000121390025084538/ea0255547-8k_m3brigade6.htm
https://www.sec.gov/Archives/edgar/data/2073928/000121390025083405/ea0255430-8k_m3brig6.htm
https://www.sec.gov/Archives/edgar/data/2073928/000121390025081199/ea0247441-10.htm
https://www.sec.gov/Archives/edgar/data/2073928/000121390025080538/ea0254385-8a12b_m3brig6.htm",,,,,
GIW,GigCapital8 Corp.,Financial Services,0002080019,254010488.0,2025-11-26,9.9,144493.3,10-Q,2025-11-06,https://www.sec.gov/Archives/edgar/data/2080019/000119312525269558/giwwu-20250930.htm,"2025-11-06 | 10-Q | https://www.sec.gov/Archives/edgar/data/2080019/000119312525269558/giwwu-20250930.htm | nan
2025-10-23 | 8-K | https://www.sec.gov/Archives/edgar/data/2080019/000119312525248776/giwwu-20251023.htm | nan
2025-10-14 | 8-K | https://www.sec.gov/Archives/edgar/data/2080019/000119312525239036/d71695d8k.htm | nan
2025-10-09 | 8-K | https://www.sec.gov/Archives/edgar/data/2080019/000119312525235847/d87287d8k.htm | nan
2025-10-06 | 424B4 | https://www.sec.gov/Archives/edgar/data/2080019/000119312525230859/d929696d424b4.htm | nan
2025-10-06 | 8-A12B/A | https://www.sec.gov/Archives/edgar/data/2080019/000119312525230851/d942097d8a12ba.htm | nan
2025-10-03 | 8-A12B | https://www.sec.gov/Archives/edgar/data/2080019/000119312525229675/d58538d8a12b.htm | nan","https://www.sec.gov/Archives/edgar/data/2080019/000119312525269558/giwwu-20250930.htm
https://www.sec.gov/Archives/edgar/data/2080019/000119312525248776/giwwu-20251023.htm
https://www.sec.gov/Archives/edgar/data/2080019/000119312525239036/d71695d8k.htm
https://www.sec.gov/Archives/edgar/data/2080019/000119312525235847/d87287d8k.htm
https://www.sec.gov/Archives/edgar/data/2080019/000119312525230859/d929696d424b4.htm
https://www.sec.gov/Archives/edgar/data/2080019/000119312525230851/d942097d8a12ba.htm
https://www.sec.gov/Archives/edgar/data/2080019/000119312525229675/d58538d8a12b.htm",,,,,
EVMN,"Evommune, Inc.",Healthcare,0001837254,258477697.0,,,,,,,,,,,,,
TLNC,Talon Capital Corp. Class A Ordinary Shares,Financial Services,0002073340,345053614.0,2025-11-26,10.14,37826.55,10-Q,2025-11-14,https://www.sec.gov/Archives/edgar/data/2073340/000121390025110911/ea0264763-10q_talon.htm,"2025-11-14 | 10-Q | https://www.sec.gov/Archives/edgar/data/2073340/000121390025110911/ea0264763-10q_talon.htm | nan
2025-10-22 | 10-Q | https://www.sec.gov/Archives/edgar/data/2073340/000121390025101215/ea0260997-10q_talon.htm | nan
2025-09-16 | 8-K | https://www.sec.gov/Archives/edgar/data/2073340/000121390025088251/ea0257330-8k_talon.htm | nan
2025-09-12 | 8-K | https://www.sec.gov/Archives/edgar/data/2073340/000121390025087276/ea0256900-8k_talon.htm | nan
2025-09-09 | 424B4 | https://www.sec.gov/Archives/edgar/data/2073340/000121390025086134/ea0246089-06.htm | nan
2025-09-08 | 8-A12B | https://www.sec.gov/Archives/edgar/data/2073340/000121390025085308/ea0256322-8a12b_talon.htm | nan","https://www.sec.gov/Archives/edgar/data/2073340/000121390025110911/ea0264763-10q_talon.htm
https://www.sec.gov/Archives/edgar/data/2073340/000121390025101215/ea0260997-10q_talon.htm
https://www.sec.gov/Archives/edgar/data/2073340/000121390025088251/ea0257330-8k_talon.htm
https://www.sec.gov/Archives/edgar/data/2073340/000121390025087276/ea0256900-8k_talon.htm
https://www.sec.gov/Archives/edgar/data/2073340/000121390025086134/ea0246089-06.htm
https://www.sec.gov/Archives/edgar/data/2073340/000121390025085308/ea0256322-8a12b_talon.htm",,,,,
